SgID,ZhangScore
24546,0.629008
24547,0.560426
24548,0.601287
24570,0.523039
24571,0.451187
24572,0.742448
24573,0.745187
24574,0.766265
24575,0.847454
24576,0.776586
24577,0.776262
24590,0.730983
24591,0.73282
24592,0.593355
24593,0.397584
24594,0.567407
24602,0.477734
24606,0.687415
24607,0.7343
24612,0.498454
24613,0.764214
24614,0.699775
24650,0.885872
24661,0.33909
24662,0.456233
24674,0.268195
24688,0.533588
24692,0.741104
24695,0.528389
24701,0.698342
24702,0.539723
24703,0.478837
24704,0.410934
24716,0.808199
24717,0.651108
24718,0.638363
24724,0.659723
24729,0.774933
24735,0.340926
24741,0.228453
24742,0.37351
24743,0.354566
24745,0.83372
24754,0.616075
24755,0.526957
24756,0.524694
24764,0.702939
24765,0.512405
24766,0.742386
24774,0.487804
24779,0.405533
24780,0.511225
24781,0.561089
24782,0.704905
24792,0.456713
24793,0.590839
24794,0.550963
24797,0.625229
24798,0.64541
24799,0.793957
24805,0.850424
24809,0.719995
24810,0.761595
24817,0.754067
24818,0.873191
24819,0.755021
24820,0.731908
24821,0.711207
24822,0.708599
24823,0.748909
24834,0.649575
24835,0.62363
24836,0.631833
24846,0.498153
24847,0.386761
24849,0.547752
24863,0.82787
24864,0.760095
24865,0.321506
24866,0.299321
24867,0.398964
24880,0.745822
24885,0.409776
24886,0.446442
24890,0.599666
24894,0.754387
24898,0.679556
24899,0.708459
24900,0.688786
24905,0.587952
24908,0.688802
24909,0.388846
24911,0.425703
24912,0.322963
24913,0.655482
24921,0.660169
24925,0.512484
24926,0.588871
24929,0.521496
24930,0.644061
24940,0.66931
24941,0.511745
24942,0.438177
24946,0.750302
24948,0.584172
24949,0.374069
24955,0.634437
24956,0.620871
24957,0.453699
24966,0.905554
24967,0.552624
24968,0.4264
24969,0.753173
24974,0.387932
24976,0.294849
24981,0.427535
24992,0.631895
24993,0.472118
24998,0.489306
25004,0.617468
25006,0.343517
25007,0.872529
25008,0.852019
25009,0.885874
25013,0.964418
25014,0.960774
25016,0.929441
25028,0.210433
25029,0.21045
25039,0.75673
25040,0.673302
25041,0.593025
25042,0.613518
25049,0.626211
25052,0.605915
25053,0.61961
25054,0.514243
25055,0.550947
25061,0.544645
25062,0.664831
25098,0.72335
25099,0.65266
25116,0.652053
25117,0.706349
25118,0.668322
25119,0.673882
25120,0.56615
25121,0.68419
25122,0.563837
25125,0.66538
25126,0.539645
25128,0.678191
25129,0.618147
25132,0.29307
25133,0.440968
25134,0.467821
25139,0.629668
25140,0.463045
25144,0.480886
25145,0.738881
25149,0.91729
25151,0.810223
25156,0.813158
25159,0.744316
25162,0.752086
25168,0.640928
25169,0.459449
25179,0.725668
25180,0.411633
25182,0.628397
25184,0.630348
25185,0.687062
25186,0.513385
25187,0.707287
25190,0.669539
25206,0.66832
25211,0.373983
25213,0.697781
25223,0.84433
25224,0.826544
25236,0.770097
25240,0.707603
25257,0.754918
25258,0.811004
25260,0.729337
25262,0.827905
25263,0.880662
25279,0.753117
25280,0.851315
25281,0.853102
25282,0.803232
25328,0.459846
25329,0.430628
25346,0.775335
25347,0.679789
25359,0.760686
25362,0.619534
25363,0.814528
25364,0.613578
25365,0.404559
25366,0.308897
25378,0.773379
25379,0.726953
25380,0.769971
25381,0.792134
25382,0.769231
25383,0.745448
25394,0.70978
25402,0.667849
25423,0.698381
25433,0.454609
25441,0.7726
25443,0.542201
25450,0.203731
25460,0.76371
25465,0.724313
25466,0.221166
25472,0.21169
25479,0.600814
25480,0.415191
25481,0.338671
25487,0.29844
25488,0.642304
25489,0.578151
25490,0.631273
25491,0.653367
25499,0.376481
25500,0.839261
25502,0.525547
25503,0.516439
25509,0.548899
25532,0.70414
25533,0.879642
25536,0.535097
25537,0.585762
25538,0.914452
25539,0.758048
25541,0.492612
26118,0.653852
26124,0.506984
26125,0.434928
